2 0.154817063428663 -9 8 2.10930846707118 5
3 0.0425361155698234 -11 10 1.9093154006883 5
5 0.0636406919536582 -8 8 1.61802741370848 4
10 0.274721780604134 -9 15 1.98039688394891 6
20 0.291541975114191 -12 19 2.88340305917302 10
30 0.68861432593056 -18 14 3.49639556804364 11
