-18 0.0156396621832968
-17 0.0312793243665937
-16 0.0625586487331874
-15 0.0312793243665937
-14 0.0312793243665937
-13 0.0156396621832968
-12 0.125117297466375
-11 0.422270878949015
-10 0.656865811698467
-9 0.735064122614952
-8 0.703784798248358
-7 0.672505473881764
-6 0.578667500781983
-5 0.735064122614952
-4 1.5014075695965
-3 3.09665311229277
-2 7.94494838911479
-1 13.6065060994683
0 18.2984047544573
1 17.0472317797936
2 13.2467938692524
3 7.39756021269941
4 3.62840162652487
5 2.36158898967782
6 1.23553331248045
7 0.875821082264623
8 1.4701282452299
9 1.12605567719737
10 0.93837973099781
11 0.656865811698467
12 0.516108852048796
13 0.187675946199562
14 0.0469189865498905
