      38000   539867.2661
    6893000   533225.9411
   13713000   529269.0395
   20535000   526327.7500
   27357000   523384.1713
   34126000   520963.9835
   40962000   518141.1312
   47797000   514307.0314
   54632000   512470.6336
   61459000   510560.3530
   68290000   507683.5708
   75129000   507876.0724
   81971000   505093.1146
   88781000   501021.5583
   95585000   499894.0424
  102327000   498209.5926
  109083000   495648.1474
  115836000   494057.6206
  122587000   492446.9605
  129718000   491233.0581
  136470000   489626.7324
  143225000   487044.9962
  149977000   485434.1843
  156728000   483812.1864
  163476000   480161.1173
  170228000   478543.5793
  176974000   477870.1443
  183728000   475266.0073
  190476000   473605.9759
  197225000   472952.6461
  203982000   471368.6042
  210727000   470675.0275
  217479000   468041.7958
  224230000   465397.3814
  230984000   463777.5443
  237739000   463164.4027
  244488000   461495.3821
  251241000   458859.8759
  257991000   459195.3111
  264740000   458519.5671
  271500000   455939.8977
  278255000   455313.2934
  285009000   454675.5074
  291763000   452035.4774
  298512000   452348.5215
  305266000   449704.0054
  312017000   450030.4382
  318769000   449363.5644
  325521000   449694.4481
  332274000   447032.0239
  339027000   446367.3565
  345773000   445637.9072
  352529000   443995.5570
  359286000   444359.8949
  366040000   443695.1877
  372801000   440090.7659
  379633000   440118.2984
  393327000   436434.4282
  400188000   436714.0738
  406950000   437107.2263
  413738000   434730.3291
  420565000   433699.4518
  427378000   434541.2607
  434205000   433505.8028
  441032000   431468.0522
  447840000   431258.3564
  454657000   429126.7394
  461477000   430019.6217
  468305000   428981.6405
  475133000   424941.3660
  481954000   425836.3064
  488781000   425782.5204
  495606000   424708.5884
  502438000   424694.8498
  509271000   422687.7412
  516101000   422651.5587
  522941000   421702.3354
  529773000   422679.4103
  536607000   421672.0385
  543443000   422680.2182
  550280000   420695.0231
  557110000   418645.0627
  563937000   418566.0376
  570773000   417565.0270
  577601000   414490.3362
  584426000   414386.5849
  591249000   414262.6983
  598069000   415109.7566
  604891000   412972.3696
  611719000   411886.2194
  618541000   411744.2518
  625365000   409617.8355
  632239000   409935.1291
  639043000   408625.7212
  645862000   408447.8263
  652694000   407383.5910
  659519000   405254.6290
  666341000   405096.6207
  673152000   404838.2252
  679970000   403639.9713
  686788000   402439.4308
  693608000   401254.4376
  700426000   401049.3231
  707247000   401868.6710
  714083000   398819.4699
  720916000   398741.2232
  727753000   397696.3410
  734620000   397916.6086
  741444000   397751.2273
  748273000   395628.1268
  755485000   396916.7768
  762317000   393815.7004
  769139000   392623.1953
  775947000   391303.6197
  782767000   391088.7154
  789585000   390853.6986
  796416000   388732.2503
  803253000   387661.9762
  810083000   386527.0239
  816907000   385336.3113
  823739000   385214.5928
  830558000   384974.7450
  837394000   383884.0785
  844224000   382737.6557
  851058000   384624.5752
  857882000   381420.1083
  871534000   380039.9354
  878367000   379908.7663
  885207000   378837.6534
  892036000   376666.2596
