1 1273 21 1274 6 2
1 1286 21 1286 6 4
1 1298 21 1298 6 6
1 1311 21 1310 6 8
1 1324 21 1323 6 10
1 1336 21 1334 6 12
1 1348 21 1348 6 14
1 1362 21 1359 6 16
1 1372 21 1372 6 18
1 3278 21 3277 6 2
1 3290 21 3289 6 4
1 3304 21 3302 6 6
1 3317 21 3314 6 8
1 3331 21 3327 6 10
1 3344 22 3340 6 12
1 3356 21 3352 6 14
1 3370 21 3365 6 16
1 3384 21 3378 6 18
1 5280 21 5281 6 2
1 5293 21 5293 6 4
1 5307 21 5306 6 6
1 5320 21 5319 6 8
1 5333 21 5331 6 10
1 5346 21 5343 6 12
1 5360 21 5356 6 14
1 5370 21 5369 6 16
1 5382 21 5382 6 18
1 7284 21 7283 6 2
1 7297 21 7296 6 4
1 7309 21 7309 6 6
1 7321 21 7322 6 8
1 7336 21 7334 6 10
1 7350 21 7347 6 12
1 7362 21 7361 6 14
1 7375 21 7373 6 16
1 7388 21 7386 6 18
1 9287 21 9287 6 2
1 9300 21 9299 6 4
1 9313 21 9312 6 6
1 9326 21 9324 6 8
1 9339 21 9338 6 10
1 9356 21 9350 6 12
1 9368 21 9363 6 14
1 9381 21 9376 6 16
1 9391 21 9389 6 18
1 14289 21 14290 6 2
1 14302 22 14303 6 4
1 14316 21 14315 6 6
1 14330 21 14328 6 8
1 14340 21 14341 6 10
1 14353 22 14354 6 12
1 14367 21 14367 6 14
1 14382 21 14379 6 16
1 14395 21 14392 6 18
1 19292 21 19292 6 2
1 19304 21 19305 6 4
1 19318 21 19318 6 6
1 19330 21 19331 6 8
1 19344 21 19343 6 10
1 19358 21 19356 6 12
1 19370 21 19369 6 14
1 19382 21 19382 6 16
1 19395 21 19395 6 18
1 24295 21 24296 6 2
1 24308 21 24308 6 4
1 24321 21 24321 6 6
1 24333 21 24334 6 8
1 24348 21 24346 6 10
1 24360 21 24359 6 12
1 24375 21 24372 6 14
1 24387 21 24385 6 16
1 24399 21 24397 6 18
1 29299 21 29298 6 2
1 29313 21 29311 6 4
1 29326 21 29323 6 6
1 29339 21 29336 6 8
1 29353 21 29349 6 10
1 29365 21 29362 6 12
1 29375 21 29373 6 14
1 29394 21 29387 6 16
1 29408 21 29399 6 18
1 34301 21 34302 6 2
1 34314 21 34314 6 4
1 34327 21 34327 6 6
1 34340 21 34340 6 8
1 34353 21 34354 6 10
1 34367 21 34365 6 12
1 34378 21 34380 6 14
1 34393 21 34391 6 16
1 34406 21 34404 6 18
1 39305 21 39304 6 2
1 39317 21 39316 6 4
1 39329 21 39329 6 6
1 39343 21 39342 6 8
1 39355 21 39354 6 10
1 39367 21 39367 6 12
1 39380 21 39380 6 14
1 39392 21 39393 6 16
1 39404 21 39406 6 18
1 44307 21 44307 6 2
1 44319 21 44321 6 4
1 44333 21 44332 6 6
1 44347 21 44345 6 8
1 44359 21 44358 6 10
1 44372 21 44371 6 12
1 44385 21 44384 6 14
1 44398 21 44396 6 16
1 44412 21 44409 6 18
1 49311 21 49310 6 2
1 49324 21 49323 6 4
1 49337 21 49336 6 6
1 49350 21 49348 6 8
1 49364 21 49361 6 10
1 49376 21 49373 6 12
1 49388 21 49387 6 14
1 49402 21 49399 6 16
1 49412 21 49412 6 18
1 54314 21 54313 6 2
1 54327 21 54326 6 4
1 54338 21 54339 6 6
1 54352 22 54352 6 8
1 54364 21 54364 6 10
1 54377 21 54377 6 12
1 54390 21 54390 6 14
1 54403 22 54404 6 16
1 54417 21 54416 6 18
1 59316 21 59316 6 2
1 59329 21 59329 6 4
1 59343 21 59342 6 6
1 59355 21 59354 6 8
1 59368 21 59368 6 10
1 59381 21 59380 6 12
1 59396 21 59394 6 14
1 59408 22 59407 6 16
1 59421 21 59420 6 18
1 64320 21 64320 6 2
1 64332 21 64333 6 4
1 64346 21 64346 6 6
1 64360 21 64358 6 8
1 64373 21 64371 6 10
1 64385 21 64385 6 12
1 64403 21 64398 6 14
1 64413 21 64410 6 16
1 64426 21 64423 6 18
1 69323 21 69323 6 2
1 69336 21 69335 6 4
1 69349 21 69348 6 6
1 69363 21 69361 6 8
1 69379 21 69374 6 10
1 69390 23 69387 6 12
1 69402 21 69400 6 14
1 69414 21 69413 6 16
1 69429 21 69426 6 18
1 74326 21 74325 6 2
1 74338 21 74338 6 4
1 74352 21 74351 6 6
1 74365 21 74364 6 8
1 74378 21 74377 6 10
1 74392 21 74390 6 12
1 74404 22 74403 6 14
1 74417 21 74416 6 16
1 74429 21 74430 6 18
1 79328 21 79328 6 2
1 79341 21 79341 6 4
1 79354 21 79354 6 6
1 79367 21 79367 6 8
1 79383 21 79380 6 10
1 79391 21 79392 6 12
1 79411 21 79406 6 14
1 79423 21 79419 6 16
1 79433 21 79432 6 18
1 84332 21 84331 6 2
1 84346 21 84344 6 4
1 84359 21 84357 6 6
1 84372 21 84369 6 8
1 84384 21 84383 6 10
1 84395 21 84396 6 12
1 84409 21 84408 6 14
1 84419 21 84422 6 16
1 84434 21 84434 6 18
1 89334 21 89334 6 2
1 89347 21 89347 6 4
1 89359 22 89360 6 6
1 89373 21 89373 6 8
1 89386 21 89386 6 10
1 89400 21 89399 6 12
1 89415 21 89412 6 14
1 89426 21 89425 6 16
1 89438 21 89438 6 18
1 94337 21 94337 6 2
1 94350 21 94350 6 4
1 94365 21 94363 6 6
1 94379 21 94376 6 8
1 94390 21 94389 6 10
1 94404 21 94402 6 12
1 94418 21 94415 6 14
1 94429 21 94427 6 16
1 94445 21 94440 6 18
1 99340 21 99341 6 2
1 99353 22 99353 6 4
1 99367 21 99366 6 6
1 99381 21 99379 6 8
1 99391 21 99391 6 10
1 99404 21 99405 6 12
1 99419 21 99417 6 14
1 99432 21 99431 6 16
1 99443 21 99443 6 18
1 104343 21 104344 6 2
1 104355 21 104356 6 4
1 104370 21 104369 6 6
1 104384 21 104382 6 8
1 104398 21 104394 6 10
1 104409 21 104407 6 12
1 104422 21 104420 6 14
1 104435 21 104433 6 16
1 104448 21 104446 6 18
1 109347 21 109347 6 2
1 109358 21 109359 6 4
1 109372 21 109372 6 6
1 109386 21 109385 6 8
1 109400 21 109397 6 10
1 109411 21 109411 6 12
1 109428 21 109424 6 14
1 109440 21 109436 6 16
1 109451 21 109449 6 18
1 114349 21 114350 6 2
