      32000   555354.5877
    6887000   554255.1860
   13706000   551921.5413
   20529000   549609.8248
   27350000   547281.6163
   34119000   545616.8319
   40956000   544383.7002
   47790000   541127.6639
   54620000   540842.3278
   61452000   538566.0958
   68283000   537279.7677
   75123000   537047.3299
   81965000   535823.9822
   88774000   534385.8119
   95579000   534918.3817
  102321000   534044.3142
  109076000   534249.7918
  115829000   533438.8646
  129711000   534210.3877
  136463000   534382.0292
  143218000   532569.2390
  149971000   532740.0493
  156722000   532894.4633
  163469000   532019.7014
  170218000   531154.1156
  176968000   531291.3124
  183721000   531444.0699
  190469000   530561.2685
  197218000   531681.2490
  203970000   530816.7866
  210721000   531942.3253
  217473000   531070.6412
  224223000   531182.5726
  230977000   530316.4397
  237729000   530433.9223
  244481000   529547.7939
  251234000   528664.4389
  257985000   528764.7037
  264734000   529848.5915
  271493000   527992.7009
  278248000   528107.6621
  285003000   529219.0089
  291756000   528313.9788
  298506000   529386.1942
  305259000   528473.9413
  312011000   529551.6966
  318763000   530625.8408
  325515000   531696.3739
  332267000   531763.2959
  339021000   532839.3620
  345767000   532860.7984
  352522000   532936.0189
  359280000   534026.7530
  366034000   535088.3678
  372795000   534190.9937
  379626000   535736.2055
  386490000   535488.0577
  393320000   536019.4862
  400181000   535744.7749
  406944000   536841.8585
  413731000   536088.2395
  420558000   536585.8173
  427372000   538996.8856
  434198000   539480.7168
  441026000   538973.5964
  447834000   540335.4037
  454650000   539744.4872
  461471000   541181.7303
  468299000   541659.8597
  475126000   540127.9293
  481947000   540554.1096
  488774000   541014.7990
  495599000   540459.0662
  502432000   540950.5611
  509264000   540431.9936
  516094000   540897.0018
  522934000   541421.9452
  529766000   541892.2829
  536600000   542371.6474
  543437000   542866.3967
  550274000   543357.4434
  557103000   542793.9050
  563931000   544220.3130
  570767000   543693.9019
  577594000   543106.5611
  584419000   544502.8123
  591242000   545882.6586
  598063000   547246.1033
  604885000   547612.2193
  611712000   548006.4289
  618534000   548365.1695
  625358000   548732.9335
  632182000   549097.0091
  639036000   550648.0110
  645856000   550979.2801
  652688000   551383.0980
  659512000   551732.4011
  666334000   552065.3124
  673145000   553324.6749
  679963000   553624.8170
  686781000   553921.2771
  693601000   556226.7542
  700420000   556522.1982
  707241000   557826.6558
  714076000   557216.2986
  720909000   558589.5463
  727746000   558984.4830
  734563000   560248.7918
  741438000   561877.4714
  755479000   563969.8826
  762310000   563308.0335
  769132000   563585.3966
  775940000   564770.2715
  782760000   565027.5845
  789579000   567274.8714
  796410000   567594.5716
  803246000   567942.2798
  810076000   569248.2448
  816900000   568512.4764
  823732000   569823.7331
  830552000   571055.2287
  837387000   571378.1118
  844217000   571665.6067
  851052000   573981.0917
  857875000   575216.8384
  864703000   575480.5775
  871527000   575715.2820
  878361000   577009.6467
  885200000   578331.9838
  892029000   578587.2782
  898857000   578832.5455
  905681000   580048.7891
  912504000   581255.0120
  919332000   581489.2056
  926156000   581694.3820
  932973000   581851.5560
  939797000   583049.3592
  946629000   583294.1096
  953459000   582522.5049
  960282000   582702.9066
