1 1301 22 1301 6 2
1 1337 21 1337 6 4
1 1373 21 1374 6 6
1 1409 21 1411 6 8
1 1444 21 1447 6 10
1 1482 21 1483 6 12
1 1515 21 1520 6 14
1 1553 23 1557 6 16
1 1589 21 1592 5 18
1 3304 22 3304 6 2
1 3341 22 3341 6 4
1 3380 21 3381 6 6
1 3416 22 3418 5 8
1 3455 21 3455 6 10
1 3492 21 3494 6 12
1 3529 21 3531 6 14
1 3568 21 3567 5 16
1 3604 23 3605 6 18
1 5308 21 5308 6 2
1 5345 21 5344 6 4
1 5382 21 5382 6 6
1 5419 21 5418 5 8
1 5455 21 5456 6 10
1 5492 21 5494 6 12
1 5531 21 5530 6 14
1 5563 21 5567 5 16
1 5603 21 5605 6 18
1 7310 21 7310 6 2
1 7347 21 7347 6 4
1 7383 21 7384 5 6
1 7419 21 7421 6 8
1 7454 22 7458 5 10
1 7493 21 7494 6 12
1 7531 21 7534 6 14
1 7566 21 7572 6 16
1 7605 21 7610 6 18
1 9313 21 9313 6 2
1 9349 21 9350 6 4
1 9387 21 9387 6 6
1 9423 21 9425 6 8
1 9460 21 9462 6 10
1 9495 21 9498 6 12
1 9535 21 9536 6 14
1 9569 21 9573 6 16
1 9610 21 9612 6 18
1 14316 21 14316 6 2
1 14352 22 14353 6 4
1 14389 21 14391 6 6
1 14427 21 14429 6 8
1 14465 21 14466 6 10
1 14502 21 14503 5 12
1 14538 21 14540 6 14
1 14573 21 14576 6 16
1 14611 22 14615 6 18
1 19319 21 19319 6 2
1 19356 21 19356 6 4
1 19392 21 19394 6 6
1 19429 21 19431 6 8
1 19465 21 19469 6 10
1 19504 21 19506 5 12
1 19540 21 19543 6 14
1 19578 21 19580 5 16
1 19616 22 19618 6 18
1 24322 21 24322 6 2
1 24360 21 24359 6 4
1 24396 21 24397 6 6
1 24433 21 24432 6 8
1 24469 21 24470 6 10
1 24505 21 24507 6 12
1 24542 21 24544 6 14
1 24578 21 24583 6 16
1 24617 21 24619 6 18
1 29325 21 29325 6 2
1 29362 22 29363 6 4
1 29399 21 29401 6 6
1 29435 21 29438 5 8
1 29476 21 29477 6 10
1 29511 22 29515 6 12
1 29547 21 29551 6 14
1 29584 21 29589 6 16
1 29623 21 29626 6 18
1 34327 22 34328 5 2
1 34365 21 34365 6 4
1 34402 21 34404 5 6
1 34440 22 34442 6 8
1 34476 21 34478 5 10
1 34514 21 34516 6 12
1 34550 21 34554 5 14
1 34588 22 34592 6 16
1 34625 21 34630 5 18
