1270 21 1270 0 2
1281 21 1283 0 4
1291 22 1295 0 6
1305 21 1308 0 8
1317 21 1319 0 10
1329 21 1333 0 12
1340 21 1344 0 14
1350 21 1356 0 16
1361 21 1368 0 18
3273 21 3274 0 2
3285 21 3287 0 4
3297 21 3299 0 6
3309 21 3311 0 8
3319 21 3324 0 10
3330 21 3336 0 12
3342 21 3350 0 14
3354 22 3363 0 16
3367 22 3376 0 18
5276 21 5277 0 2
5288 21 5290 0 4
5300 21 5302 0 6
5311 21 5315 0 8
5325 21 5327 0 10
5337 21 5340 0 12
5348 21 5353 0 14
5360 21 5366 0 16
5373 21 5379 0 18
7279 21 7280 0 2
7292 21 7292 0 4
7305 21 7305 0 6
7316 21 7318 0 8
7326 21 7331 0 10
7339 21 7344 0 12
7352 21 7356 0 14
7363 21 7369 0 16
7375 22 7382 0 18
9283 21 9283 0 2
9294 21 9296 0 4
9306 21 9309 0 6
9318 21 9322 0 8
9330 21 9335 0 10
9341 22 9347 0 12
9353 21 9361 0 14
9366 21 9373 0 16
9378 21 9386 0 18
14285 22 14286 0 2
14297 21 14298 0 4
14308 21 14311 0 6
14321 21 14325 0 8
14334 21 14337 0 10
14346 22 14350 0 12
14358 21 14363 0 14
14369 21 14375 0 16
14383 21 14389 0 18
19288 21 19289 0 2
19300 21 19301 0 4
19312 21 19315 0 6
19324 21 19328 0 8
19337 21 19341 0 10
19348 21 19353 0 12
19361 21 19366 0 14
19372 21 19379 0 16
19386 21 19392 0 18
24291 21 24292 0 2
24303 21 24304 0 4
24315 21 24317 0 6
24328 22 24330 0 8
24340 21 24343 0 10
24350 21 24356 0 12
24362 21 24370 0 14
24374 21 24383 0 16
24388 21 24395 0 18
29294 21 29295 0 2
29306 21 29308 0 4
29319 21 29321 0 6
29331 21 29334 0 8
29343 21 29347 0 10
29356 21 29360 0 12
29369 21 29373 0 14
29382 21 29386 0 16
29394 21 29399 0 18
34297 21 34298 0 2
34309 21 34310 0 4
34321 21 34324 0 6
34335 21 34337 0 8
34347 21 34350 0 10
34357 21 34363 0 12
34369 21 34376 0 14
34382 21 34389 0 16
34395 21 34402 0 18
39300 21 39301 0 2
39313 21 39314 0 4
39323 21 39326 0 6
39336 21 39339 0 8
39348 21 39352 0 10
39360 21 39365 0 12
39372 21 39378 0 14
39383 21 39390 0 16
39395 21 39403 0 18
44303 21 44304 0 2
44316 21 44317 0 4
44330 21 44330 0 6
44341 21 44342 0 8
44353 21 44355 0 10
44365 21 44368 0 12
44377 21 44382 0 14
44390 21 44394 0 16
44402 21 44407 0 18
49308 22 49307 0 2
49320 22 49320 0 4
49331 21 49333 0 6
49343 21 49346 0 8
49356 21 49359 0 10
49368 21 49373 0 12
49380 21 49386 0 14
49392 21 49399 0 16
49406 21 49412 0 18
54309 21 54310 0 2
54321 21 54323 0 4
54335 21 54336 0 6
54347 21 54348 0 8
54360 21 54361 0 10
54372 21 54374 0 12
54384 21 54388 0 14
54395 21 54400 0 16
54407 21 54413 0 18
59312 21 59313 0 2
59324 21 59326 0 4
59336 21 59339 0 6
59348 21 59352 0 8
59361 21 59365 0 10
59373 22 59378 0 12
59386 22 59390 0 14
59397 21 59403 0 16
59409 21 59417 0 18
64315 21 64316 0 2
64327 21 64328 0 4
64341 21 64342 0 6
64351 21 64354 0 8
64362 21 64367 0 10
64376 21 64381 0 12
64390 21 64394 0 14
64400 21 64406 0 16
64412 21 64419 0 18
69319 21 69319 0 2
69330 21 69331 0 4
69342 21 69344 0 6
69355 21 69358 0 8
69367 21 69371 0 10
69379 21 69383 0 12
69392 21 69397 0 14
69404 21 69410 0 16
69415 21 69422 0 18
74321 21 74322 0 2
74332 21 74334 0 4
74344 21 74347 0 6
74357 21 74361 0 8
74370 21 74374 0 10
74382 21 74387 0 12
74395 21 74399 0 14
74407 21 74412 0 16
74421 21 74426 0 18
79325 21 79325 0 2
79337 21 79338 0 4
79349 21 79351 0 6
79363 21 79364 0 8
79376 21 79377 0 10
79387 21 79389 0 12
79400 21 79403 0 14
79412 21 79416 0 16
79423 21 79428 0 18
84327 21 84328 0 2
84339 21 84341 0 4
84351 21 84354 0 6
84363 21 84367 0 8
84376 21 84379 0 10
84387 21 84393 0 12
84401 21 84406 0 14
84413 21 84418 0 16
84427 21 84432 0 18
89331 21 89331 0 2
89342 21 89344 0 4
89354 22 89357 0 6
89368 21 89371 0 8
89380 21 89384 0 10
89392 21 89397 0 12
89403 21 89410 0 14
89417 21 89422 0 16
89429 21 89436 0 18
94334 21 94334 0 2
94346 21 94347 0 4
94358 21 94360 0 6
94370 21 94373 0 8
94381 21 94386 0 10
94394 21 94399 0 12
94405 21 94413 0 14
94418 21 94425 0 16
94431 21 94439 0 18
99337 22 99337 0 2
99350 21 99350 0 4
99362 21 99363 0 6
99373 21 99376 0 8
99388 21 99388 0 10
99400 21 99402 0 12
99412 21 99416 0 14
99424 21 99428 0 16
