1 1270 21 1270 0 2
1 1281 21 1283 0 4
1 1291 22 1295 0 6
1 1305 21 1308 0 8
1 1317 21 1319 0 10
1 1329 21 1333 0 12
1 1340 21 1344 0 14
1 1350 21 1356 0 16
1 1361 21 1368 0 18
1 3273 21 3274 0 2
1 3285 21 3287 0 4
1 3297 21 3299 0 6
1 3309 21 3311 0 8
1 3319 21 3324 0 10
1 3330 21 3336 0 12
1 3342 21 3350 0 14
1 3354 22 3363 0 16
1 3367 22 3376 0 18
1 5276 21 5277 0 2
1 5288 21 5290 0 4
1 5300 21 5302 0 6
1 5311 21 5315 0 8
1 5325 21 5327 0 10
1 5337 21 5340 0 12
1 5348 21 5353 0 14
1 5360 21 5366 0 16
1 5373 21 5379 0 18
1 7279 21 7280 0 2
1 7292 21 7292 0 4
1 7305 21 7305 0 6
1 7316 21 7318 0 8
1 7326 21 7331 0 10
1 7339 21 7344 0 12
1 7352 21 7356 0 14
1 7363 21 7369 0 16
1 7375 22 7382 0 18
1 9283 21 9283 0 2
1 9294 21 9296 0 4
1 9306 21 9309 0 6
1 9318 21 9322 0 8
1 9330 21 9335 0 10
1 9341 22 9347 0 12
1 9353 21 9361 0 14
1 9366 21 9373 0 16
1 9378 21 9386 0 18
1 14285 22 14286 0 2
1 14297 21 14298 0 4
1 14308 21 14311 0 6
1 14321 21 14325 0 8
1 14334 21 14337 0 10
1 14346 22 14350 0 12
1 14358 21 14363 0 14
1 14369 21 14375 0 16
1 14383 21 14389 0 18
1 19288 21 19289 0 2
1 19300 21 19301 0 4
1 19312 21 19315 0 6
1 19324 21 19328 0 8
1 19337 21 19341 0 10
1 19348 21 19353 0 12
1 19361 21 19366 0 14
1 19372 21 19379 0 16
1 19386 21 19392 0 18
1 24291 21 24292 0 2
1 24303 21 24304 0 4
1 24315 21 24317 0 6
1 24328 22 24330 0 8
1 24340 21 24343 0 10
1 24350 21 24356 0 12
1 24362 21 24370 0 14
1 24374 21 24383 0 16
1 24388 21 24395 0 18
1 29294 21 29295 0 2
1 29306 21 29308 0 4
1 29319 21 29321 0 6
1 29331 21 29334 0 8
1 29343 21 29347 0 10
1 29356 21 29360 0 12
1 29369 21 29373 0 14
1 29382 21 29386 0 16
1 29394 21 29399 0 18
1 34297 21 34298 0 2
1 34309 21 34310 0 4
1 34321 21 34324 0 6
1 34335 21 34337 0 8
1 34347 21 34350 0 10
1 34357 21 34363 0 12
1 34369 21 34376 0 14
1 34382 21 34389 0 16
1 34395 21 34402 0 18
1 39300 21 39301 0 2
1 39313 21 39314 0 4
1 39323 21 39326 0 6
1 39336 21 39339 0 8
1 39348 21 39352 0 10
1 39360 21 39365 0 12
1 39372 21 39378 0 14
1 39383 21 39390 0 16
1 39395 21 39403 0 18
1 44303 21 44304 0 2
1 44316 21 44317 0 4
1 44330 21 44330 0 6
1 44341 21 44342 0 8
1 44353 21 44355 0 10
1 44365 21 44368 0 12
1 44377 21 44382 0 14
1 44390 21 44394 0 16
1 44402 21 44407 0 18
1 49308 22 49307 0 2
1 49320 22 49320 0 4
1 49331 21 49333 0 6
1 49343 21 49346 0 8
1 49356 21 49359 0 10
1 49368 21 49373 0 12
1 49380 21 49386 0 14
1 49392 21 49399 0 16
1 49406 21 49412 0 18
1 54309 21 54310 0 2
1 54321 21 54323 0 4
1 54335 21 54336 0 6
1 54347 21 54348 0 8
1 54360 21 54361 0 10
1 54372 21 54374 0 12
1 54384 21 54388 0 14
1 54395 21 54400 0 16
1 54407 21 54413 0 18
1 59312 21 59313 0 2
1 59324 21 59326 0 4
1 59336 21 59339 0 6
1 59348 21 59352 0 8
1 59361 21 59365 0 10
1 59373 22 59378 0 12
1 59386 22 59390 0 14
1 59397 21 59403 0 16
1 59409 21 59417 0 18
1 64315 21 64316 0 2
1 64327 21 64328 0 4
1 64341 21 64342 0 6
1 64351 21 64354 0 8
1 64362 21 64367 0 10
1 64376 21 64381 0 12
1 64390 21 64394 0 14
1 64400 21 64406 0 16
1 64412 21 64419 0 18
1 69319 21 69319 0 2
1 69330 21 69331 0 4
1 69342 21 69344 0 6
1 69355 21 69358 0 8
1 69367 21 69371 0 10
1 69379 21 69383 0 12
1 69392 21 69397 0 14
1 69404 21 69410 0 16
1 69415 21 69422 0 18
1 74321 21 74322 0 2
1 74332 21 74334 0 4
1 74344 21 74347 0 6
1 74357 21 74361 0 8
1 74370 21 74374 0 10
1 74382 21 74387 0 12
1 74395 21 74399 0 14
1 74407 21 74412 0 16
1 74421 21 74426 0 18
1 79325 21 79325 0 2
1 79337 21 79338 0 4
1 79349 21 79351 0 6
1 79363 21 79364 0 8
1 79376 21 79377 0 10
1 79387 21 79389 0 12
1 79400 21 79403 0 14
1 79412 21 79416 0 16
1 79423 21 79428 0 18
1 84327 21 84328 0 2
1 84339 21 84341 0 4
1 84351 21 84354 0 6
1 84363 21 84367 0 8
1 84376 21 84379 0 10
1 84387 21 84393 0 12
1 84401 21 84406 0 14
1 84413 21 84418 0 16
1 84427 21 84432 0 18
1 89331 21 89331 0 2
1 89342 21 89344 0 4
