38000 729918.540792726
6893000 727646.263207249
13713000 723962.886710107
20535000 722298.750643063
27357000 718630.594409928
34126000 717342.137016259
40963000 715840.382018119
47797000 713299.708862029
54626000 713696.870511636
61459000 712136.50607954
68290000 709548.858517706
75129000 708050.175407723
81972000 705593.947321638
88781000 704738.484701291
95585000 702820.904039681
102328000 700190.379253596
109083000 699695.384525254
115836000 697173.206433997
122587000 695623.848479778
129718000 694486.04135789
136469000 693928.587958902
143225000 691425.290246546
149978000 689883.195964634
156729000 689313.927718312
163476000 687694.255462408
170225000 686093.883327127
176975000 685501.192208499
183728000 684939.410403013
190476000 684315.617144644
197225000 682699.504319638
203977000 681114.296726376
210727000 681501.925664127
217479000 679908.84306106
224230000 678300.210845768
230984000 677722.474531233
237735000 677105.966722965
244488000 676508.741541564
251241000 673907.577105433
257991000 674267.647591561
264741000 672623.782322198
271500000 672080.448268622
278255000 671486.740528464
285009000 672877.484926045
291763000 671264.288901985
298512000 672589.126919985
305266000 669968.052970171
312018000 670319.830717325
318770000 669667.670376301
325521000 669999.969172657
332274000 668351.535429776
339028000 666710.764039874
345774000 664973.244031489
352529000 664336.196907461
359287000 663730.007768571
366041000 663073.476442933
372801000 662482.596839488
379633000 660722.833247244
386497000 659330.157970786
393327000 658539.11773783
400188000 658103.53400892
406950000 658515.906131625
413746000 656318.563759804
420565000 655383.906811178
427378000 656375.669377625
434205000 654525.729793191
447845000 652651.481538057
454657000 651615.597743452
461478000 650680.024836063
468305000 650809.975586057
475133000 647947.490125597
481954000 647999.852595747
488781000 647117.72811079
495606000 646208.401400268
502439000 644387.750926018
509271000 643551.480408847
516101000 642688.005307615
522941000 641936.357820511
529773000 642087.987880647
536607000 641258.755061448
543443000 641448.655820847
550281000 640657.686615705
557110000 638758.433443427
563938000 638843.569671273
570774000 639017.331374168
577601000 639082.827402472
584426000 638121.136550188
591249000 639132.262354374
598070000 638116.208351493
604891000 638096.135360956
611719000 637153.089750767
618541000 637136.552123666
625365000 637139.148077607
632189000 636137.721507907
639043000 635479.543212414
645862000 636412.178398013
652694000 635491.265625715
659519000 634485.303432345
666341000 633440.597535014
673152000 633264.571275592
679970000 632165.54290247
686788000 632062.499076366
693608000 630978.581754446
700426000 629867.505843997
707247000 629787.123882174
714083000 626876.261090994
720916000 626926.655757904
727753000 625019.289400816
734620000 625454.908294678
741444000 624389.079495072
748273000 621377.059455395
755486000 621802.220607638
762317000 619805.047292948
769139000 618699.763114452
775947000 618428.564654469
782767000 618292.121840477
789585000 617128.535841465
796417000 615122.803766608
803253000 614159.28576088
810083000 613122.365569711
816907000 611012.053812981
823739000 610990.197436571
830559000 611825.599323392
837394000 609830.361782312
844224000 607773.298899412
851059000 607769.993305922
857882000 606623.970756292
864710000 605531.707855344
871534000 604389.195278406
878368000 603358.210369349
885207000 601380.963279366
892036000 600284.137586236
898864000 599171.73022449
905688000 598009.084987402
912511000 597830.865157485
919339000 596706.381381869
926163000 594531.666805625
932980000 594272.077599049
939804000 593089.322101951
946636000 591994.937056899
953466000 590873.422988296
960289000 589667.043725491
967120000 589549.021938324
973950000 587415.422608495
980769000 586150.785778761
987591000 584916.769069791
994469000 584325.251756072
1001262000 581748.374065161
1008089000 581560.000014424
1014914000 579344.513455153
1021744000 578182.716362834
1028565000 576913.011273265
1035386000 574639.287196279
1042205000 574338.462399244
1049022000 572010.540416718
1055846000 570759.381976128
1062658000 571365.731824636
1069476000 569037.304348826
1076295000 568716.399341464
1083115000 567403.01503551
1089944000 568189.443606138
1096767000 566902.626839161
1110401000 564178.509572744
1117217000 562798.895140171
1124032000 562403.733811855
1130852000 561062.226608515
1137672000 559716.701595783
1144492000 560367.158773899
1151311000 560002.066701174
1158147000 558828.98247695
1164970000 559501.96817565
1171791000 558147.873184919
1178600000 557651.410202026
1192217000 558634.941751003
1199050000 558403.120429754
1205875000 556075.052144766
1212700000 555742.960157156
1219545000 553637.35543108
1226364000 554228.054498672
1233185000 552837.785673618
1240008000 551466.545420647
1246829000 551068.237442017
1253660000 548781.136484623
1260470000 548248.042509794
1267676000 546273.419603586
1274505000 545950.975820065
1281337000 544659.064245701
1288540000 544636.893603325
1295363000 543233.028179646
1302175000 541698.438910246
1308989000 539182.876894236
1315805000 538686.338600159
1322622000 536197.303851843
1329436000 535669.706664324
1336255000 536195.676063538
1343458000 533139.335129023
1350262000 531484.331248999
1357079000 531975.006067514
1363895000 530450.153532267
1370704000 529840.700471401
1377520000 529307.825862408
1384331000 525713.381592035
1391143000 527126.440834522
1397948000 524454.92073369
1404762000 523882.986413717
1411580000 523353.077187777
1418393000 520761.610656738
1425197000 521062.564518213
1432009000 519451.576957941
1438822000 518848.087615013
1445634000 517229.08268857
1452446000 516606.069373608
1459257000 515967.542829037
1466121000 514934.734324694
1472924000 513196.132895947
1479739000 511591.570525885
1486553000 511971.493752956
1493370000 509381.911919355
1500180000 507707.806672812
1506994000 508075.69825983
1513801000 505359.078202248
1520616000 505730.45196414
1527429000 506074.815902233
1534628000 503853.532097101
1541442000 503201.147477627
1548255000 502533.254962206
1555068000 500861.352881193
1561873000 500093.473424435
1568674000 501275.612257242
1575486000 498580.19844842
1582301000 497915.258887053
1589109000 498165.852040529
1595935000 497619.316141367
1602752000 494965.323355675
1609555000 494146.430294752
1616370000 493461.434664726
1623184000 492760.936433792
1629995000 491021.957184315
1636805000 490267.481218576
1643619000 489554.954879522
1650438000 487895.859429121
1657256000 485221.259610653
1664076000 485565.618635416
1677702000 483081.479670525
1684516000 481344.881221771
1691385000 480235.935562611
1698191000 478399.40964818
1705003000 478627.784080982
1711817000 478875.116173506
1718649000 477325.121349573
1725466000 474598.866897583
1732281000 473845.635657072
